net,length_um
_01067_,7.78µm
_01096_,7.78µm
_01149_,7.78µm
_01373_,7.78µm
_02593_,7.78µm
_03619_,7.78µm
_03653_,7.78µm
_04065_,7.78µm
_04361_,7.78µm
_04692_,7.78µm
_05190_,7.78µm
_00339_,7.76µm
_00590_,7.76µm
_00933_,7.76µm
_01174_,7.76µm
_02902_,7.76µm
_03162_,7.76µm
_03651_,7.76µm
_04629_,7.76µm
_00010_,7.74µm
_00787_,7.74µm
_01243_,7.74µm
_01255_,7.74µm
_01262_,7.74µm
_01796_,7.74µm
_02205_,7.74µm
_02500_,7.74µm
_04540_,7.74µm
_04635_,7.74µm
_04877_,7.74µm
_04959_,7.74µm
_05169_,7.74µm
_00652_,7.72µm
_01736_,7.72µm
_02540_,7.71µm
_00406_,7.7µm
_01083_,7.7µm
_01980_,7.7µm
_03760_,7.7µm
_05306_,7.7µm
_00371_,7.68µm
_00994_,7.68µm
_01783_,7.68µm
_02846_,7.68µm
_04125_,7.68µm
_02475_,7.67µm
_04660_,7.67µm
_00083_,7.66µm
_00183_,7.66µm
_00210_,7.66µm
_00513_,7.66µm
_00561_,7.66µm
_01048_,7.66µm
_01186_,7.66µm
_01216_,7.66µm
_01471_,7.66µm
_02590_,7.66µm
_02718_,7.66µm
_02738_,7.66µm
_02792_,7.66µm
_02856_,7.66µm
_02880_,7.66µm
_03772_,7.66µm
_03851_,7.66µm
_04332_,7.66µm
_05012_,7.66µm
_05097_,7.66µm
_05115_,7.66µm
_00238_,7.64µm
_00856_,7.64µm
_01116_,7.64µm
_01221_,7.64µm
_01253_,7.64µm
_01585_,7.64µm
_02165_,7.64µm
_02292_,7.64µm
_02772_,7.64µm
_02851_,7.64µm
_02963_,7.64µm
_03154_,7.64µm
_02161_,7.62µm
_05194_,7.6µm
_00974_,7.58µm
_04676_,7.58µm
_00047_,7.56µm
_00330_,7.56µm
_01435_,7.56µm
_01981_,7.56µm
_02179_,7.56µm
_02255_,7.56µm
_02333_,7.56µm
_03043_,7.56µm
_04588_,7.56µm
_04829_,7.56µm
_00000_,7.54µm
_00225_,7.54µm
_00246_,7.54µm
_00726_,7.54µm
_01188_,7.54µm
_01321_,7.54µm
_01580_,7.54µm
_01693_,7.54µm
_02928_,7.54µm
_03101_,7.54µm
_04070_,7.54µm
_04830_,7.54µm
_05122_,7.54µm
_05208_,7.54µm
_00032_,7.52µm
_01110_,7.52µm
_01356_,7.52µm
_01781_,7.52µm
_02121_,7.52µm
_02129_,7.52µm
_02984_,7.52µm
_03411_,7.52µm
_03560_,7.52µm
_03767_,7.52µm
_03893_,7.52µm
_04240_,7.52µm
_04598_,7.52µm
_04953_,7.52µm
_03945_,7.51µm
_03934_,7.47µm
_00376_,7.46µm
_02526_,7.46µm
_03346_,7.46µm
_03531_,7.46µm
_00165_,7.44µm
_00693_,7.44µm
_01008_,7.44µm
_01030_,7.44µm
_01481_,7.44µm
_01529_,7.44µm
_01690_,7.44µm
_02069_,7.44µm
_02090_,7.44µm
_03321_,7.44µm
_03415_,7.44µm
_03548_,7.44µm
_03566_,7.44µm
_03885_,7.44µm
_04055_,7.44µm
_04160_,7.44µm
_04556_,7.44µm
_05031_,7.44µm
_05134_,7.44µm
net74,7.44µm
_00709_,7.42µm
_01025_,7.42µm
_01336_,7.42µm
_02066_,7.42µm
_03717_,7.42µm
_04579_,7.42µm
_04952_,7.42µm
_00111_,7.4µm
_00346_,7.4µm
_00753_,7.4µm
_01482_,7.4µm
_02289_,7.4µm
_03690_,7.4µm
_03804_,7.4µm
_04762_,7.4µm
_05173_,7.4µm
_01324_,7.38µm
_02916_,7.38µm
_04354_,7.38µm
_01457_,7.34µm
_00009_,7.32µm
_00205_,7.32µm
_00334_,7.32µm
_00391_,7.32µm
_00413_,7.32µm
_00575_,7.32µm
_00642_,7.32µm
_00679_,7.32µm
_00696_,7.32µm
_01726_,7.32µm
_01969_,7.32µm
_02470_,7.32µm
_02488_,7.32µm
_02801_,7.32µm
_03025_,7.32µm
_03048_,7.32µm
_03613_,7.32µm
_03923_,7.32µm
_04141_,7.32µm
_04791_,7.32µm
_05112_,7.32µm
_05305_,7.32µm
_00440_,7.3µm
_03399_,7.3µm
_03933_,7.3µm
_04286_,7.3µm
_04707_,7.3µm
_05170_,7.285µm
_01288_,7.28µm
_01968_,7.28µm
_02806_,7.28µm
_03637_,7.28µm
_04647_,7.28µm
_04876_,7.28µm
_00915_,7.24µm
_02739_,7.24µm
_00716_,7.23µm
_00665_,7.22µm
_01169_,7.22µm
_01917_,7.22µm
_02417_,7.22µm
_02844_,7.22µm
_03128_,7.22µm
_04221_,7.22µm
_04458_,7.22µm
_04619_,7.22µm
_04884_,7.22µm
_05104_,7.22µm
_05191_,7.22µm
_00078_,7.2µm
_00713_,7.2µm
_01181_,7.2µm
_01341_,7.2µm
_01511_,7.2µm
_03004_,7.2µm
_03014_,7.2µm
_03078_,7.2µm
_03603_,7.2µm
_04087_,7.2µm
_04100_,7.2µm
_04137_,7.2µm
_04269_,7.2µm
_04353_,7.2µm
_04469_,7.2µm
_04742_,7.2µm
_05244_,7.2µm
_00049_,7.18µm
_00498_,7.18µm
_00614_,7.18µm
_00706_,7.18µm
_00923_,7.18µm
_01459_,7.18µm
_01597_,7.18µm
_02155_,7.18µm
_02207_,7.18µm
_03161_,7.18µm
_03528_,7.18µm
_03588_,7.18µm
_04357_,7.18µm
_04480_,7.18µm
_05105_,7.18µm
_05235_,7.18µm
_00582_,7.16µm
_04954_,7.14µm
_00444_,7.12µm
_00906_,7.12µm
_01121_,7.12µm
_01911_,7.12µm
_02094_,7.12µm
_02676_,7.12µm
_02685_,7.12µm
_04743_,7.12µm
C[19],7.11µm
_00792_,7.1µm
_00801_,7.1µm
_01264_,7.1µm
_01918_,7.1µm
_01973_,7.1µm
_03118_,7.1µm
_03790_,7.1µm
_04072_,7.1µm
_04233_,7.1µm
_05005_,7.1µm
_05035_,7.1µm
_03840_,7.09µm
_00197_,7.08µm
_00275_,7.08µm
_00551_,7.08µm
_01013_,7.08µm
_02391_,7.08µm
_02436_,7.08µm
_02477_,7.08µm
_02749_,7.08µm
_03042_,7.08µm
_03811_,7.08µm
_04700_,7.08µm
_04839_,7.08µm
_04882_,7.08µm
_00259_,7.06µm
_00340_,7.06µm
_00385_,7.06µm
_00555_,7.06µm
_00565_,7.06µm
_00578_,7.06µm
_00800_,7.06µm
_01112_,7.06µm
_01224_,7.06µm
_01794_,7.06µm
_03527_,7.06µm
_03864_,7.06µm
_03928_,7.06µm
_04130_,7.06µm
_04341_,7.06µm
_04998_,7.06µm
_05077_,7.06µm
_01636_,7.04µm
_01386_,7.03µm
_04826_,7.01µm
_00150_,7µm
_00539_,7µm
_00586_,7µm
_02752_,7µm
_03984_,7µm
_04858_,7µm
_04885_,7µm
_00131_,6.98µm
_00449_,6.98µm
_00859_,6.98µm
_01063_,6.98µm
_01297_,6.98µm
_01572_,6.98µm
_01583_,6.98µm
_02645_,6.98µm
_02798_,6.98µm
_02852_,6.98µm
_03297_,6.98µm
_03317_,6.98µm
_03408_,6.98µm
_03813_,6.98µm
_04005_,6.98µm
_04115_,6.98µm
_04390_,6.98µm
_04431_,6.98µm
_04759_,6.98µm
_04770_,6.98µm
_04992_,6.98µm
_05220_,6.98µm
_00864_,6.965µm
_01640_,6.96µm
_01859_,6.96µm
_02002_,6.96µm
_02881_,6.96µm
_03502_,6.96µm
_03559_,6.96µm
_04136_,6.96µm
_04314_,6.96µm
_00720_,6.94µm
_00847_,6.94µm
_01099_,6.94µm
_01205_,6.94µm
_01857_,6.94µm
_02020_,6.94µm
_02221_,6.94µm
_02383_,6.94µm
_02805_,6.94µm
_03029_,6.94µm
_04200_,6.94µm
_05129_,6.94µm
_05260_,6.94µm
_02260_,6.935µm
_00021_,6.93µm
_01308_,6.92µm
_00684_,6.88µm
_02733_,6.88µm
_00171_,6.86µm
_00199_,6.86µm
_00677_,6.86µm
_00883_,6.86µm
_00922_,6.86µm
_00984_,6.86µm
_01140_,6.86µm
_01375_,6.86µm
_01427_,6.86µm
_02222_,6.86µm
_02268_,6.86µm
_02708_,6.86µm
_03202_,6.86µm
_03592_,6.86µm
_04403_,6.86µm
_04661_,6.86µm
_04780_,6.86µm
_04890_,6.86µm
_00435_,6.84µm
_02364_,6.84µm
net143,6.84µm
_01804_,6.82µm
_01834_,6.82µm
_02615_,6.82µm
_02673_,6.82µm
_04071_,6.82µm
_04736_,6.82µm
_05001_,6.82µm
_03981_,6.8µm
_00952_,6.79µm
_01359_,6.79µm
_01906_,6.78µm
_05117_,6.78µm
A[11],6.77µm
_00694_,6.76µm
_01120_,6.76µm
_01620_,6.76µm
_03313_,6.76µm
_03737_,6.76µm
_03793_,6.76µm
_03861_,6.76µm
_03977_,6.76µm
_04391_,6.76µm
_00268_,6.74µm
_00658_,6.74µm
_00734_,6.74µm
_01005_,6.74µm
_01311_,6.74µm
_02084_,6.74µm
_02125_,6.74µm
_02279_,6.74µm
_02314_,6.74µm
_02392_,6.74µm
_02640_,6.74µm
_03087_,6.74µm
_03424_,6.74µm
_03555_,6.74µm
_04453_,6.74µm
_04465_,6.74µm
_04489_,6.74µm
_04530_,6.74µm
_04844_,6.74µm
_04868_,6.74µm
_04926_,6.74µm
net130,6.74µm
_00485_,6.72µm
_00824_,6.72µm
_01284_,6.72µm
_01684_,6.72µm
_01840_,6.72µm
_01883_,6.72µm
_02026_,6.72µm
_02232_,6.72µm
_02371_,6.72µm
_02613_,6.72µm
_03386_,6.72µm
_03474_,6.72µm
_03694_,6.72µm
_03784_,6.72µm
_04928_,6.72µm
_05013_,6.72µm
_05093_,6.72µm
_00552_,6.7µm
_02788_,6.7µm
_01258_,6.68µm
_02601_,6.67µm
_02223_,6.66µm
_02431_,6.66µm
_04347_,6.66µm
_04571_,6.66µm
_04723_,6.66µm
_04776_,6.66µm
_00146_,6.64µm
_00300_,6.64µm
_00420_,6.64µm
_01074_,6.64µm
_01227_,6.64µm
_01470_,6.64µm
_01697_,6.64µm
_01812_,6.64µm
_02115_,6.64µm
_02227_,6.64µm
_02413_,6.64µm
_02935_,6.64µm
_02947_,6.64µm
_03756_,6.64µm
_03844_,6.64µm
_04834_,6.64µm
_05072_,6.64µm
_05108_,6.64µm
_05147_,6.64µm
_05184_,6.64µm
_00316_,6.62µm
_00553_,6.62µm
_00849_,6.62µm
_00947_,6.62µm
_00997_,6.62µm
_01413_,6.62µm
_01651_,6.62µm
_01792_,6.62µm
_03194_,6.62µm
_03337_,6.62µm
_04329_,6.62µm
_04699_,6.62µm
_04864_,6.62µm
_05096_,6.62µm
_05274_,6.62µm
_03515_,6.61µm
_00088_,6.6µm
_00126_,6.6µm
_00546_,6.6µm
_00572_,6.6µm
_00819_,6.6µm
_00982_,6.6µm
_00993_,6.6µm
_01250_,6.6µm
_01702_,6.6µm
_01730_,6.6µm
_01770_,6.6µm
_01958_,6.6µm
_01974_,6.6µm
_02694_,6.6µm
_02812_,6.6µm
_02814_,6.6µm
_03410_,6.6µm
_03534_,6.6µm
_03554_,6.6µm
_03757_,6.6µm
_03853_,6.6µm
_04015_,6.6µm
_01058_,6.58µm
_01406_,6.58µm
_05053_,6.58µm
C[42],6.55µm
_00672_,6.54µm
_01123_,6.54µm
_01766_,6.54µm
_02310_,6.54µm
_02456_,6.54µm
_04264_,6.54µm
_04627_,6.54µm
_05168_,6.54µm
_04871_,6.525µm
_00071_,6.52µm
_00080_,6.52µm
_00179_,6.52µm
_00402_,6.52µm
_00526_,6.52µm
_00965_,6.52µm
_01108_,6.52µm
_01312_,6.52µm
_01533_,6.52µm
_01554_,6.52µm
_01622_,6.52µm
_01914_,6.52µm
_02059_,6.52µm
_02197_,6.52µm
_02336_,6.52µm
_02789_,6.52µm
_03022_,6.52µm
_03272_,6.52µm
_03396_,6.52µm
_03545_,6.52µm
_03857_,6.52µm
_04021_,6.52µm
_04482_,6.52µm
_04744_,6.52µm
_04774_,6.52µm
_04779_,6.52µm
_04965_,6.52µm
_04982_,6.52µm
_01644_,6.515µm
_03855_,6.505µm
_00656_,6.5µm
_00969_,6.5µm
_02037_,6.5µm
_02631_,6.5µm
_03883_,6.5µm
_04721_,6.5µm
_04867_,6.5µm
_03400_,6.495µm
_04044_,6.49µm
_00412_,6.48µm
_00415_,6.48µm
_00438_,6.48µm
_01755_,6.48µm
_03612_,6.48µm
_04073_,6.48µm
_01590_,6.47µm
_01500_,6.45µm
_02362_,6.45µm
_02807_,6.45µm
_03791_,6.44µm
_02303_,6.42µm
_04933_,6.42µm
_00335_,6.4µm
_00392_,6.4µm
_00514_,6.4µm
_00697_,6.4µm
_00979_,6.4µm
_01148_,6.4µm
_01722_,6.4µm
_02360_,6.4µm
_02396_,6.4µm
_02402_,6.4µm
_02553_,6.4µm
_02751_,6.4µm
_02842_,6.4µm
_02910_,6.4µm
_03070_,6.4µm
_03209_,6.4µm
_03340_,6.4µm
_04066_,6.4µm
_04229_,6.4µm
_04247_,6.4µm
_04486_,6.4µm
_04740_,6.4µm
_04929_,6.4µm
_04277_,6.395µm
_03075_,6.39µm
_01772_,6.38µm
_02996_,6.38µm
_03648_,6.38µm
_04345_,6.38µm
_04446_,6.375µm
_04004_,6.36µm
_00014_,6.33µm
_00107_,6.32µm
_01643_,6.32µm
_03739_,6.32µm
_04068_,6.32µm
_04518_,6.32µm
A[0],6.31µm
_01330_,6.3µm
_02425_,6.3µm
_02434_,6.3µm
_03530_,6.3µm
_03681_,6.3µm
_00103_,6.28µm
_00186_,6.28µm
_00207_,6.28µm
_00556_,6.28µm
_00712_,6.28µm
_00783_,6.28µm
_00889_,6.28µm
_01599_,6.28µm
_02097_,6.28µm
_02206_,6.28µm
_02337_,6.28µm
_02502_,6.28µm
_02833_,6.28µm
_02915_,6.28µm
_02938_,6.28µm
_03307_,6.28µm
_03625_,6.28µm
_03746_,6.28µm
_03892_,6.28µm
_04168_,6.28µm
_04177_,6.28µm
_04288_,6.28µm
_01166_,6.275µm
_00302_,6.26µm
_01001_,6.26µm
_01280_,6.26µm
_01376_,6.26µm
_01380_,6.26µm
_01466_,6.26µm
_01721_,6.26µm
_01953_,6.26µm
_03334_,6.26µm
_03656_,6.26µm
_04404_,6.26µm
_04435_,6.26µm
_04600_,6.26µm
_04675_,6.26µm
_04773_,6.26µm
_05164_,6.26µm
_02528_,6.24µm
_04542_,6.24µm
_03522_,6.235µm
_04946_,6.205µm
_00929_,6.2µm
_02439_,6.2µm
_02592_,6.2µm
_03282_,6.2µm
_03367_,6.2µm
_03577_,6.2µm
_04769_,6.2µm
_05268_,6.2µm
_00182_,6.18µm
_00770_,6.18µm
_00798_,6.18µm
_00848_,6.18µm
_01047_,6.18µm
_01056_,6.18µm
_01100_,6.18µm
_01544_,6.18µm
_01598_,6.18µm
_01612_,6.18µm
_02136_,6.18µm
_02543_,6.18µm
_03314_,6.18µm
_03734_,6.18µm
_04123_,6.18µm
_04611_,6.18µm
_04664_,6.18µm
_05007_,6.18µm
_05120_,6.18µm
_00127_,6.16µm
_00455_,6.16µm
_00595_,6.16µm
_00725_,6.16µm
_00836_,6.16µm
_00943_,6.16µm
_01182_,6.16µm
_02452_,6.16µm
_02794_,6.16µm
_03182_,6.16µm
_03478_,6.16µm
_03537_,6.16µm
_03539_,6.16µm
_04547_,6.16µm
_04548_,6.16µm
_01322_,6.14µm
_01360_,6.14µm
_02016_,6.14µm
_02335_,6.14µm
_03290_,6.14µm
_03374_,6.14µm
_03505_,6.14µm
_03874_,6.14µm
_04190_,6.14µm
_04337_,6.14µm
_04478_,6.14µm
_04732_,6.12µm
_02126_,6.095µm
A[9],6.09µm
B[24],6.09µm
B[27],6.09µm
B[28],6.09µm
C[40],6.09µm
_00604_,6.09µm
_00208_,6.08µm
_01033_,6.08µm
_01314_,6.08µm
_01344_,6.08µm
_01389_,6.08µm
_01908_,6.08µm
_04027_,6.08µm
_04593_,6.08µm
_04754_,6.08µm
_00266_,6.06µm
_00724_,6.06µm
_00903_,6.06µm
_01039_,6.06µm
_01143_,6.06µm
_01452_,6.06µm
_01719_,6.06µm
_01788_,6.06µm
_02076_,6.06µm
_02445_,6.06µm
_02481_,6.06µm
_02609_,6.06µm
_02942_,6.06µm
_03094_,6.06µm
_03635_,6.06µm
_04050_,6.06µm
_04256_,6.06µm
_04362_,6.06µm
_04442_,6.06µm
_04643_,6.06µm
net118,6.06µm
_01946_,6.05µm
_00860_,6.04µm
_02106_,6.04µm
_02369_,6.04µm
_03628_,6.04µm
_03830_,6.04µm
net137,6.04µm
_00202_,6.035µm
_00545_,6.02µm
_03461_,6.02µm
_03860_,6.02µm
_00549_,5.98µm
_04989_,5.98µm
A[18],5.97µm
C[3],5.97µm
_00515_,5.96µm
_00877_,5.96µm
_01545_,5.96µm
_01658_,5.96µm
_02116_,5.96µm
_04152_,5.95µm
_00138_,5.94µm
_00155_,5.94µm
_00271_,5.94µm
_00277_,5.94µm
_00523_,5.94µm
_00534_,5.94µm
_00972_,5.94µm
_01167_,5.94µm
_01270_,5.94µm
_01939_,5.94µm
_02043_,5.94µm
_02235_,5.94µm
_03483_,5.94µm
_03587_,5.94µm
_03639_,5.94µm
_03644_,5.94µm
_03672_,5.94µm
_03752_,5.94µm
_04499_,5.94µm
_04870_,5.94µm
_04907_,5.94µm
_03593_,5.93µm
_05094_,5.93µm
_05242_,5.93µm
_00429_,5.92µm
_02950_,5.92µm
_03488_,5.92µm
_03503_,5.92µm
_01638_,5.9µm
_02774_,5.9µm
_03451_,5.9µm
_00489_,5.86µm
_02323_,5.86µm
_04536_,5.86µm
_04537_,5.86µm
B[11],5.85µm
_00782_,5.84µm
_01016_,5.84µm
_02065_,5.84µm
_02394_,5.84µm
_02861_,5.84µm
_03283_,5.84µm
_03288_,5.84µm
_03342_,5.84µm
_03573_,5.84µm
_03749_,5.84µm
_04218_,5.84µm
_04704_,5.84µm
_04988_,5.84µm
_05090_,5.84µm
_05180_,5.84µm
_00072_,5.82µm
_00073_,5.82µm
_00364_,5.82µm
_00411_,5.82µm
_00524_,5.82µm
_00667_,5.82µm
_00815_,5.82µm
_00870_,5.82µm
_01247_,5.82µm
_01351_,5.82µm
_01371_,5.82µm
_01477_,5.82µm
_01530_,5.82µm
_01743_,5.82µm
_01801_,5.82µm
_02054_,5.82µm
_02483_,5.82µm
_02603_,5.82µm
_02918_,5.82µm
_03041_,5.82µm
_03450_,5.82µm
_03570_,5.82µm
_03747_,5.82µm
_04081_,5.82µm
_04881_,5.82µm
_04921_,5.82µm
_05016_,5.82µm
_05278_,5.82µm
_05295_,5.82µm
_04656_,5.815µm
_00059_,5.8µm
_00180_,5.8µm
_00223_,5.8µm
_00629_,5.8µm
_00719_,5.8µm
_01476_,5.8µm
_01547_,5.8µm
_01759_,5.8µm
_01828_,5.8µm
_01874_,5.8µm
_02010_,5.8µm
_02785_,5.8µm
_03371_,5.8µm
_03463_,5.8µm
_03466_,5.8µm
_03957_,5.8µm
_03972_,5.8µm
_04560_,5.8µm
_04563_,5.8µm
_04601_,5.8µm
_04646_,5.8µm
_04702_,5.8µm
_04969_,5.8µm
_05182_,5.77µm
C[20],5.75µm
C[39],5.75µm
_00094_,5.74µm
_00198_,5.74µm
_00206_,5.74µm
_01472_,5.74µm
_01715_,5.74µm
_01780_,5.74µm
_02443_,5.74µm
_02699_,5.74µm
_02860_,5.74µm
_03514_,5.74µm
_03699_,5.74µm
_04527_,5.74µm
_04942_,5.74µm
_05207_,5.74µm
_05273_,5.74µm
_05288_,5.74µm
_00317_,5.72µm
_00362_,5.72µm
_00828_,5.72µm
_00926_,5.72µm
_01234_,5.72µm
_01296_,5.72µm
_02299_,5.72µm
_02460_,5.72µm
_02473_,5.72µm
_02575_,5.72µm
_02745_,5.72µm
_03743_,5.72µm
_03921_,5.72µm
_03960_,5.72µm
_04609_,5.72µm
_04765_,5.72µm
_04848_,5.72µm
_00033_,5.7µm
_00446_,5.7µm
_00570_,5.7µm
_00858_,5.7µm
_00884_,5.7µm
_01192_,5.7µm
_01343_,5.7µm
_01537_,5.7µm
_01695_,5.7µm
_02133_,5.7µm
_00611_,5.68µm
_01306_,5.68µm
_01528_,5.68µm
_01813_,5.68µm
_02015_,5.68µm
_02024_,5.68µm
_02542_,5.68µm
_02580_,5.68µm
_02768_,5.68µm
_03023_,5.68µm
_03372_,5.68µm
_03407_,5.68µm
_03964_,5.68µm
_04045_,5.68µm
_04178_,5.68µm
_04400_,5.68µm
_04636_,5.68µm
_05230_,5.68µm
net121,5.68µm
net146,5.67µm
_04210_,5.66µm
B[16],5.65µm
A[12],5.63µm
A[17],5.63µm
B[14],5.63µm
_03211_,5.63µm
_02912_,5.62µm
_03550_,5.62µm
_04199_,5.62µm
_05133_,5.61µm
_00187_,5.6µm
_00664_,5.6µm
_01315_,5.6µm
_01480_,5.6µm
_01592_,5.6µm
_01654_,5.6µm
_01944_,5.6µm
_02169_,5.6µm
_02914_,5.6µm
_03552_,5.6µm
_03989_,5.6µm
_04102_,5.6µm
_04185_,5.6µm
_04236_,5.6µm
_04460_,5.6µm
_04853_,5.6µm
_04964_,5.6µm
_02031_,5.585µm
_02657_,5.58µm
_03797_,5.58µm
_04351_,5.58µm
_00181_,5.56µm
_01102_,5.56µm
_02355_,5.56µm
_03867_,5.56µm
C[44],5.53µm
_04163_,5.52µm
B[8],5.51µm
_01137_,5.5µm
_01984_,5.49µm
_04590_,5.49µm
_00035_,5.48µm
_00104_,5.48µm
_00196_,5.48µm
_00229_,5.48µm
_00315_,5.48µm
_00445_,5.48µm
_00644_,5.48µm
_00998_,5.48µm
_01230_,5.48µm
_01447_,5.48µm
_01659_,5.48µm
_01773_,5.48µm
_02176_,5.48µm
_02216_,5.48µm
_02608_,5.48µm
_02933_,5.48µm
_03168_,5.48µm
_04147_,5.48µm
_04397_,5.48µm
_04411_,5.48µm
_04713_,5.48µm
_04775_,5.48µm
_04915_,5.48µm
_04919_,5.48µm
_04944_,5.48µm
_02081_,5.46µm
_02588_,5.46µm
_00490_,5.44µm
_03308_,5.44µm
B[26],5.41µm
B[29],5.41µm
B[31],5.41µm
_00145_,5.4µm
_00237_,5.4µm
_01616_,5.4µm
_01876_,5.4µm
_02419_,5.4µm
_02573_,5.4µm
_03848_,5.4µm
_04544_,5.4µm
_04604_,5.4µm
_00306_,5.38µm
_00746_,5.38µm
_01436_,5.38µm
_02522_,5.38µm
_02796_,5.38µm
_03208_,5.38µm
_04054_,5.38µm
_04156_,5.38µm
_04383_,5.38µm
_04434_,5.38µm
_04860_,5.38µm
_05280_,5.38µm
_00736_,5.36µm
_00793_,5.36µm
_00826_,5.36µm
_00980_,5.36µm
_00981_,5.36µm
_00986_,5.36µm
_01134_,5.36µm
_01168_,5.36µm
_01412_,5.36µm
_02869_,5.36µm
_03017_,5.36µm
_03175_,5.36µm
_03216_,5.36µm
_03962_,5.36µm
_04809_,5.36µm
_04922_,5.36µm
_05042_,5.36µm
_05206_,5.36µm
_02743_,5.355µm
_00571_,5.34µm
_00833_,5.34µm
_00927_,5.34µm
_01180_,5.34µm
_02067_,5.34µm
_02662_,5.34µm
_02837_,5.34µm
_03170_,5.34µm
_03323_,5.34µm
_04316_,5.34µm
_04514_,5.34µm
_04971_,5.34µm
_05167_,5.34µm
_04725_,5.32µm
_03712_,5.31µm
A[10],5.29µm
C[23],5.29µm
_00963_,5.285µm
_03879_,5.285µm
_01139_,5.28µm
_01433_,5.28µm
_01900_,5.28µm
_02055_,5.28µm
_03081_,5.28µm
_03652_,5.28µm
_03968_,5.28µm
_03995_,5.28µm
_04569_,5.28µm
_04720_,5.28µm
_04752_,5.28µm
_05193_,5.28µm
_00105_,5.26µm
_00855_,5.26µm
_01086_,5.26µm
_01214_,5.26µm
_01408_,5.26µm
_01660_,5.26µm
_01734_,5.26µm
_02167_,5.26µm
_02358_,5.26µm
_02975_,5.26µm
_02989_,5.26µm
_03418_,5.26µm
_03419_,5.26µm
_03435_,5.26µm
_03557_,5.26µm
_03775_,5.26µm
_03997_,5.26µm
_04111_,5.26µm
_04129_,5.26µm
_04248_,5.26µm
_04727_,5.26µm
_04756_,5.26µm
_04800_,5.26µm
_04937_,5.26µm
_05297_,5.26µm
_02937_,5.24µm
_04382_,5.24µm
_04438_,5.24µm
_04645_,5.24µm
_00074_,5.22µm
_00825_,5.22µm
_01397_,5.22µm
_01647_,5.22µm
_02979_,5.22µm
_03027_,5.22µm
_03044_,5.22µm
_03203_,5.22µm
_03383_,5.22µm
_03702_,5.22µm
_04412_,5.22µm
_04466_,5.22µm
_04651_,5.22µm
_04879_,5.22µm
_00579_,5.16µm
_03189_,5.16µm
_03433_,5.16µm
_04151_,5.16µm
C[38],5.15µm
_04566_,5.15µm
_00219_,5.14µm
_00484_,5.14µm
_00495_,5.14µm
_00639_,5.14µm
_00678_,5.14µm
_01187_,5.14µm
_01271_,5.14µm
_01381_,5.14µm
_01629_,5.14µm
_01701_,5.14µm
_01746_,5.14µm
_01987_,5.14µm
_02168_,5.14µm
_02332_,5.14µm
_02468_,5.14µm
_02710_,5.14µm
_02744_,5.14µm
_03169_,5.14µm
_03335_,5.14µm
_03604_,5.14µm
_03859_,5.14µm
_04014_,5.14µm
_04079_,5.14µm
_04192_,5.14µm
_04441_,5.14µm
_04467_,5.14µm
_04638_,5.14µm
_05056_,5.14µm
_05099_,5.14µm
net122,5.14µm
_00380_,5.12µm
_02354_,5.12µm
_02561_,5.12µm
_03969_,5.12µm
_04268_,5.12µm
_04523_,5.12µm
_00395_,5.115µm
_00134_,5.1µm
_00224_,5.1µm
A[13],5.07µm
C[22],5.07µm
C[41],5.07µm
_05267_,5.06µm
_04852_,5.05µm
_01245_,5.04µm
_01940_,5.04µm
_05201_,5.025µm
_00054_,5.02µm
_00294_,5.02µm
_00531_,5.02µm
_00784_,5.02µm
_00978_,5.02µm
_01014_,5.02µm
_01388_,5.02µm
_01839_,5.02µm
_02140_,5.02µm
_02777_,5.02µm
_03375_,5.02µm
_03724_,5.02µm
_03899_,5.02µm
_04166_,5.02µm
_04176_,5.02µm
_04777_,5.02µm
_04803_,5.02µm
_01000_,5µm
_02836_,5µm
_05215_,5µm
B[25],4.95µm
B[30],4.95µm
B[9],4.95µm
C[25],4.95µm
_02156_,4.94µm
_03338_,4.94µm
_03711_,4.94µm
_03781_,4.94µm
_04107_,4.94µm
_04691_,4.94µm
_05187_,4.94µm
_05198_,4.94µm
_00213_,4.92µm
_01439_,4.92µm
_03472_,4.92µm
_03847_,4.92µm
net100,4.92µm
_04731_,4.91µm
_01163_,4.905µm
_00240_,4.9µm
_00292_,4.9µm
_00360_,4.9µm
_00835_,4.9µm
_01004_,4.9µm
_01302_,4.9µm
_01337_,4.9µm
_01455_,4.9µm
_01549_,4.9µm
_01661_,4.9µm
_01760_,4.9µm
_01844_,4.9µm
_02237_,4.9µm
_02404_,4.9µm
_02958_,4.9µm
_02982_,4.9µm
_03541_,4.9µm
_03771_,4.9µm
_03870_,4.9µm
_03963_,4.9µm
_04140_,4.9µm
_04249_,4.9µm
_04299_,4.9µm
_04323_,4.9µm
_04836_,4.9µm
_04927_,4.9µm
_00460_,4.88µm
_00673_,4.88µm
_00834_,4.88µm
_00842_,4.88µm
_01003_,4.88µm
_01072_,4.88µm
_02039_,4.88µm
_02378_,4.88µm
_02514_,4.88µm
_03670_,4.88µm
_03674_,4.88µm
_03913_,4.88µm
_04078_,4.88µm
_04586_,4.88µm
_04824_,4.88µm
_04869_,4.88µm
C[43],4.85µm
_00462_,4.82µm
_00938_,4.82µm
_00954_,4.82µm
_01951_,4.82µm
_02922_,4.82µm
_02969_,4.82µm
_04284_,4.82µm
_04734_,4.82µm
_00326_,4.8µm
_00327_,4.8µm
_00931_,4.8µm
